15197,New York,NY,Otsego,36077.0,Republican,Ted Cruz,954,0.193
15198,New York,NY,Putnam,36079.0,Republican,Donald Trump,5757,0.7040000000000001
15199,New York,NY,Putnam,36079.0,Republican,John Kasich,1509,0.184
15200,New York,NY,Putnam,36079.0,Republican,Ted Cruz,915,0.112
15201,New York,NY,Queens,36081.0,Republican,Donald Trump,19165,0.679
15202,New York,NY,Queens,36081.0,Republican,John Kasich,5080,0.18
15203,New York,NY,Queens,36081.0,Republican,Ted Cruz,3982,0.141
15204,New York,NY,Rensselaer,36083.0,Republican,Donald Trump,4559,0.532
15205,New York,NY,Rensselaer,36083.0,Republican,John Kasich,2490,0.29100000000000004
15206,New York,NY,Rensselaer,36083.0,Republican,Ted Cruz,1516,0.177
15207,New York,NY,Rockland,36087.0,Republican,Donald Trump,8835,0.629
15208,New York,NY,Rockland,36087.0,Republican,John Kasich,2991,0.213
15209,New York,NY,Rockland,36087.0,Republican,Ted Cruz,2212,0.158
15210,New York,NY,Saint Lawrence,36089.0,Republican,Donald Trump,3617,0.556
15211,New York,NY,Saint Lawrence,36089.0,Republican,John Kasich,1905,0.293
15212,New York,NY,Saint Lawrence,36089.0,Republican,Ted Cruz,978,0.15
15213,New York,NY,Saratoga,36091.0,Republican,Donald Trump,11204,0.479
15214,New York,NY,Saratoga,36091.0,Republican,John Kasich,7966,0.341
15215,New York,NY,Saratoga,36091.0,Republican,Ted Cruz,4197,0.18
15216,New York,NY,Schenectady,36093.0,Republican,Donald Trump,4283,0.478
15217,New York,NY,Schenectady,36093.0,Republican,John Kasich,2802,0.313
15218,New York,NY,Schenectady,36093.0,Republican,Ted Cruz,1869,0.209
15219,New York,NY,Schoharie,36095.0,Republican,Donald Trump,1419,0.546
15220,New York,NY,Schoharie,36095.0,Republican,John Kasich,597,0.23
15221,New York,NY,Schoharie,36095.0,Republican,Ted Cruz,585,0.225
15222,New York,NY,Schuyler,36097.0,Republican,Donald Trump,938,0.535
15223,New York,NY,Schuyler,36097.0,Republican,John Kasich,431,0.246
15224,New York,NY,Schuyler,36097.0,Republican,Ted Cruz,384,0.219
15225,New York,NY,Seneca,36099.0,Republican,Donald Trump,1516,0.536
15226,New York,NY,Seneca,36099.0,Republican,John Kasich,819,0.29
15227,New York,NY,Seneca,36099.0,Republican,Ted Cruz,491,0.174
15228,New York,NY,Staten Island,36085.0,Republican,Donald Trump,20263,0.821
15229,New York,NY,Staten Island,36085.0,Republican,John Kasich,2502,0.101
15230,New York,NY,Staten Island,36085.0,Republican,Ted Cruz,1923,0.078
15231,New York,NY,Steuben,36101.0,Republican,Donald Trump,5957,0.55
15232,New York,NY,Steuben,36101.0,Republican,John Kasich,2616,0.241
15233,New York,NY,Steuben,36101.0,Republican,Ted Cruz,2261,0.209
15234,New York,NY,Suffolk,36103.0,Republican,Donald Trump,69379,0.725
15235,New York,NY,Suffolk,36103.0,Republican,John Kasich,17716,0.185
15236,New York,NY,Suffolk,36103.0,Republican,Ted Cruz,8548,0.08900000000000001
15237,New York,NY,Sullivan,36105.0,Republican,Donald Trump,2563,0.69
15238,New York,NY,Sullivan,36105.0,Republican,John Kasich,627,0.16899999999999998
15239,New York,NY,Sullivan,36105.0,Republican,Ted Cruz,526,0.142
15240,New York,NY,Tioga,36107.0,Republican,Donald Trump,2801,0.499
15241,New York,NY,Tioga,36107.0,Republican,John Kasich,1466,0.261
15242,New York,NY,Tioga,36107.0,Republican,Ted Cruz,1347,0.24
15243,New York,NY,Tompkins,36109.0,Republican,Donald Trump,1723,0.377
15244,New York,NY,Tompkins,36109.0,Republican,John Kasich,1601,0.35
15245,New York,NY,Tompkins,36109.0,Republican,Ted Cruz,1244,0.272
15246,New York,NY,Ulster,36111.0,Republican,Donald Trump,6042,0.648
15247,New York,NY,Ulster,36111.0,Republican,John Kasich,2050,0.22
15248,New York,NY,Ulster,36111.0,Republican,Ted Cruz,1235,0.132
15249,New York,NY,Warren,36113.0,Republican,Donald Trump,3489,0.488
15250,New York,NY,Warren,36113.0,Republican,John Kasich,2592,0.363
15251,New York,NY,Warren,36113.0,Republican,Ted Cruz,1062,0.149
15252,New York,NY,Washington,36115.0,Republican,Donald Trump,2337,0.463
15253,New York,NY,Washington,36115.0,Republican,John Kasich,1741,0.345
15254,New York,NY,Washington,36115.0,Republican,Ted Cruz,974,0.193
15255,New York,NY,Wayne,36117.0,Republican,Donald Trump,4285,0.552
15256,New York,NY,Wayne,36117.0,Republican,John Kasich,1924,0.248
15257,New York,NY,Wayne,36117.0,Republican,Ted Cruz,1548,0.2
15258,New York,NY,Westchester,36119.0,Republican,Donald Trump,22958,0.562
15259,New York,NY,Westchester,36119.0,Republican,John Kasich,13217,0.324
15260,New York,NY,Westchester,36119.0,Republican,Ted Cruz,4647,0.114
15261,New York,NY,Wyoming,36121.0,Republican,Donald Trump,2668,0.653
15262,New York,NY,Wyoming,36121.0,Republican,John Kasich,703,0.172
15263,New York,NY,Wyoming,36121.0,Republican,Ted Cruz,712,0.174
15264,New York,NY,Yates,36123.0,Republican,Donald Trump,1296,0.526
15265,New York,NY,Yates,36123.0,Republican,John Kasich,799,0.324
15266,New York,NY,Yates,36123.0,Republican,Ted Cruz,369,0.15
